word,huffman_code,bits,frequency
baltimore,111101111101011,15,20128328
ky,111101111101010,15,20104754
dont,111101110101001,15,20071832
alumni,111101110101000,15,20070485
drawing,111101110011101,15,20067264
candidates,111101110011100,15,20063868
charlotte,111101110011001,15,20061169
ordered,111101110011000,15,20046781
biological,111101110010011,15,20043500
fighting,111101110010010,15,20036994
transition,111101110010001,15,20032306
happens,111101110010000,15,20031363
preferences,111101110001111,15,20025318
spy,111101110001110,15,20024908
romance,111101110000111,15,20020088
instrument,111101110000110,15,20003254
bruce,111101101101111,15,19999866
split,111101101101110,15,19998411
themes,111101101100011,15,19974388
powers,111101101100010,15,19973868
heaven,111101100110101,15,19969634
br,111101100110100,15,19967415
bits,111101100001001,15,19947239
pregnant,111101100001000,15,19945624
twice,111101010101101,15,19945569
classification,111101010101100,15,19930633
focused,111101010101011,15,19929357
egypt,111101010101010,15,19926686
physician,111101010100011,15,19926088
hollywood,111101010100010,15,19919000
bargain,111101010010001,15,19912730
wikipedia,111101010010000,15,19912702
cellular,111101001011111,15,19906433
norway,111101001011110,15,19902766
vermont,111101001010111,15,19895227
asking,111101001010110,15,19887691
blocks,111101001010101,15,19884255
normally,111101001010100,15,19883839
lo,111101000110111,15,19862252
spiritual,111101000110110,15,19850597
hunting,111101000101011,15,19830577
diabetes,111101000101010,15,19825438
suit,111101000101001,15,19820586
ml,111101000101000,15,19814809
shift,111101000011111,15,19811555
chip,111101000011110,15,19810772
res,111101000000101,15,19797705
sit,111101000000100,15,19797379
bodies,111100111111101,15,19791471
photographs,111100111111100,15,19786316
cutting,111100111111001,15,19780364
wow,111100111111000,15,19778779
simon,111100111011001,15,19757457
writers,111100111011000,15,19752033
marks,111100111000101,15,19747824
flexible,111100111000100,15,19729430
loved,111100110001111,15,19719299
favourites,111100110001110,15,19713139
mapping,111100110001101,15,19709941
numerous,111100110001100,15,19705123
relatively,111100101111111,15,19693917
birds,111100101111110,15,19693729
satisfaction,111100101111101,15,19684544
represents,111100101111100,15,19682589
char,111100101111011,15,19673918
indexed,111100101111010,15,19672520
pittsburgh,111100101110001,15,19654781
superior,111100101110000,15,19647999
preferred,111100101010011,15,19640247
saved,111100101010010,15,19635976
paying,111100100110101,15,19621495
cartoon,111100100110100,15,19615945
shots,111100100110001,15,19611119
intellectual,111100100110000,15,19591717
moore,111100100001001,15,19585613
granted,111100100001000,15,19576234
choices,111100011011101,15,19552069
carbon,111100011011100,15,19551891
spending,111100011011001,15,19521910
comfortable,111100011011000,15,19520487
magnetic,111100011010011,15,19516958
interaction,111100011010010,15,19515376
listening,111100011001011,15,19511935
effectively,111100011001010,15,19507811
registry,111100010101011,15,19501434
crisis,111100010101010,15,19470970
outlook,111100001111101,15,19458910
massive,111100001111100,15,19454740
denmark,111100001110111,15,19454118
employed,111100001110110,15,19450139
bright,111100001110011,15,19446368
treat,111100001110010,15,19442315
header,111100001100111,15,19439961
cs,111100001100110,15,19432573
poverty,111100001100011,15,19430836
formed,111100001100010,15,19429976
piano,111100001010111,15,19419956
echo,111100001010110,15,19410462
que,111011111011001,15,19386477
grid,111011111011000,15,19386406
sheets,111011111010101,15,19384447
patrick,111011111010100,15,19384046
experimental,111011101111111,15,19364822
puerto,111011101111110,15,19353145
revolution,111011101111101,15,19349788
consolidation,111011101111100,15,19338827
displays,111011101100111,15,19333113
plasma,111011101100110,15,19332271
allowing,111011101010111,15,19319626
earnings,111011101010110,15,19286666
voip,111011100010111,15,19284544
mystery,111011100010110,15,19280044
landscape,111011100001011,15,19271452
dependent,111011100001010,15,19261238
mechanical,111011011101111,15,19250300
journey,111011011101110,15,19236081
delaware,111011011101011,15,19226311
bidding,111011011101010,15,19223538
consultants,111011011010111,15,19217318
risks,111011011010110,15,19205769
banner,111011011010101,15,19200368
applicant,111011011010100,15,19198316
charter,111011011001111,15,19192148
fig,111011011001110,15,19191343
barbara,111011011001101,15,19188215
cooperation,111011011001100,15,19182847
counties,111011011001001,15,19178768
acquisition,111011011001000,15,19174010
ports,111011000110011,15,19171802
implemented,111011000110010,15,19164127
sf,111011000001111,15,19162406
directories,111011000001110,15,19152522
recognized,111010111101111,15,19142613
dreams,111010111101110,15,19138612
blogger,111010111100101,15,19137148
notification,111010111100100,15,19120218
kg,111010110011001,15,19097420
licensing,111010110011000,15,19094731
stands,111010101011101,15,19090611
teach,111010101011100,15,19079783
occurred,111010101010001,15,19073806
textbooks,111010101010000,15,19071639
rapid,111010100111101,15,19070672
pull,111010100111100,15,19061871
hairy,111010100110011,15,19060619
diversity,111010100110010,15,19048481
cleveland,111010100101111,15,19041185
ut,111010100101110,15,19039754
reverse,111010100101101,15,19032783
deposit,111010100101100,15,19026524
seminar,111010100001111,15,19021971
investments,111010100001110,15,19015441
latina,111010100001101,15,19013623
nasa,111010100001100,15,19009670
wheels,111010100001011,15,19006976
sexcam,111010100001010,15,19005574
specify,111010100000111,15,19002536
accessibility,111010100000110,15,19002278
dutch,111010011110011,15,19000979
sensitive,111010011110010,15,18984710
templates,111010011100111,15,18984357
formats,111010011100110,15,18983382
tab,111010011011111,15,18977951
depends,111010011011110,15,18969978
boots,111010011011101,15,18968708
holds,111010011011100,15,18963546
router,111010011011001,15,18959289
concrete,111010011011000,15,18948140
si,111010011001101,15,18944942
editing,111010011001100,15,18942899
poland,111010011001011,15,18942734
folder,111010011001010,15,18941479
womens,111010010011011,15,18930317
css,111010010011010,15,18910188
completion,111010001110111,15,18906369
upload,111010001110110,15,18904189
pulse,111010000111111,15,18893735
universities,111010000111110,15,18884161
technique,111010000000001,15,18830686
contractors,111010000000000,15,18830680
milfhunter,111001111001111,15,18819432
voting,111001111001110,15,18802108
courts,111001111000001,15,18791699
notices,111001111000000,15,18780271
subscriptions,111001110011101,15,18779200
calculate,111001110011100,15,18767840
mc,111001110001111,15,18760182
detroit,111001110001110,15,18751733
alexander,111001110001101,15,18751215
broadcast,111001110001100,15,18743293
converted,111001110001001,15,18738701
metro,111001110001000,15,18738665
toshiba,111001001111111,15,18736700
anniversary,111001001111110,15,18734145
improvements,111001001111011,15,18727612
strip,111001001111010,15,18711440
specification,111001001110101,15,18707636
pearl,111001001110100,15,18707334
accident,111001001011111,15,18699760
nick,111001001011110,15,18698980
accessible,111001001011011,15,18695403
accessory,111001001011010,15,18694578
resident,111001001001001,15,18689929
plot,111001001001000,15,18683404
qty,111001000111111,15,18679423
possibly,111001000111110,15,18672516
airline,111001000111011,15,18665709
typically,111001000111010,15,18662924
representation,111001000100101,15,18650172
regard,111001000100100,15,18645277
pump,111001000100011,15,18643932
exists,111001000100010,15,18638064
arrangements,111001000100001,15,18634535
smooth,111001000100000,15,18633567
conferences,111000111111101,15,18624807
uniprotkb,111000111111100,15,18623096
beastiality,111000111111001,15,18622054
strike,111000111111000,15,18621050
consumption,111000111110111,15,18620599
birmingham,111000111110110,15,18611752
flashing,111000111110001,15,18595842
lp,111000111110000,15,18590726
narrow,111000111001111,15,18584380
afternoon,111000111001110,15,18564567
threat,111000110010111,15,18546277
surveys,111000110010110,15,18525332
sitting,111000110010101,15,18524885
putting,111000110010100,15,18519708
consultant,111000110001001,15,18517590
controller,111000110001000,15,18513560
ownership,111000110000001,15,18509572
committees,111000110000000,15,18497349
penis,111000101101001,15,18478169
legislative,111000101101000,15,18476534
researchers,111000101001111,15,18470404
vietnam,111000101001110,15,18468046
trailer,111000101001011,15,18462738
anne,111000101001010,15,18459430
castle,111000100111101,15,18456906
gardens,111000100111100,15,18454805
missed,111000100111011,15,18451052
malaysia,111000100111010,15,18443192
unsubscribe,111000100111001,15,18441393
antique,111000100111000,15,18430306
labels,111000100101011,15,18427423
willing,111000100101010,15,18418634
bio,111000100010111,15,18409348
molecular,111000100010110,15,18409158
upskirt,111000100010101,15,18409109
acting,111000100010100,15,18407646
heads,111000100010001,15,18400524
stored,111000100010000,15,18391852
exam,110111111101101,15,18367837
logos,110111111101100,15,18366230
residence,110111111011111,15,18363183
attorneys,110111111011110,15,18359626
milfs,110111111010101,15,18358745
antiques,110111111010100,15,18348484
density,110111111000101,15,18346206
hundred,110111111000100,15,18339491
ryan,110111111000001,15,18338623
operators,110111111000000,15,18330183
strange,110111110100111,15,18322738
sustainable,110111110100110,15,18313216
philippines,110111110001111,15,18310463
statistical,110111110001110,15,18306995
beds,110111110001101,15,18301294
breasts,110111110001100,15,18292455
mention,110111110000101,15,18291476
innovation,110111110000100,15,18281662
pcs,110111110000011,15,18280912
employers,110111110000010,15,18278335
grey,110111101111011,15,18276942
parallel,110111101111010,15,18272352
honda,110111101101101,15,18261029
amended,110111101101100,15,18250351
operate,110111101100101,15,18249982
bills,110111101100100,15,18248816
bold,110111101100001,15,18244416
bathroom,110111101100000,15,18235238
stable,110111101011111,15,18225829
opera,110111101011110,15,18225169
definitions,110111100111111,15,18216711
von,110111100111110,15,18214911
doctors,110111100111001,15,18212611
lesson,110111100111000,15,18181371
cinema,110111100101101,15,18179389
asset,110111100101100,15,18178753
ag,110111100101001,15,18177532
scan,110111100101000,15,18173060
elections,110111100011111,15,18166926
drinking,110111100011110,15,18160233
blowjobs,110111100011101,15,18154882
reaction,110111100011100,15,18153532
blank,110111100001101,15,18150537
enhanced,110111100001100,15,18142340
entitled,110111011111111,15,18140595
severe,110111011111110,15,18137877
generate,110111011111101,15,18137492
stainless,110111011111100,15,18133474
newspapers,110111011100001,15,18120268
hospitals,110111011100000,15,18114421
vi,110111011000111,15,18087881
deluxe,110111011000110,15,18085596
humor,110111011000101,15,18085495
aged,110111011000100,15,18057587
monitors,110111010010111,15,18056760
exception,110111010010110,15,18051815
lived,110111010010101,15,18050710
duration,110111010010100,15,18048878
bulk,110111010000101,15,18029501
successfully,110111010000100,15,18026184
indonesia,110111001010011,15,18010087
pursuant,110111001010010,15,18004879
sci,110111001001111,15,17997395
fabric,110111001001110,15,17992206
edt,110111001000101,15,17988268
visits,110111001000100,15,17988054
primarily,110111001000011,15,17984549
tight,110111001000010,15,17981854
domains,110111001000001,15,17981289
capabilities,110111001000000,15,17973932
pmid,110110111110101,15,17966065
contrast,110110111110100,15,17955786
recommendation,110110111011011,15,17950913
flying,110110111011010,15,17948471
